date,location,temperature,rainfall,wind_speed
2023-08-24,Hyderabad,34.5,39.2,23.7
2023-08-24,Ahmedabad,34.3,89.9,20.7
2023-08-24,Pune,29.3,98.6,21.6
2023-08-24,Jaipur,32.1,35.2,13.3
2023-08-24,Surat,34.1,60.8,12.7
2023-08-25,Mumbai,34.6,75.5,22.5
2023-08-25,Delhi,32.5,59.2,24.2
2023-08-25,Chennai,32.4,41.6,10.2
2023-08-25,Kolkata,26.4,43.8,13.7
2023-08-25,Bangalore,27.6,65.3,22.7
2023-08-25,Hyderabad,25.8,52.9,11.5
2023-08-25,Ahmedabad,34.3,46.3,10.5
2023-08-25,Pune,28.0,57.8,15.5
2023-08-25,Jaipur,33.1,64.4,20.5
2023-08-25,Surat,30.5,22.8,15.7
2023-08-26,Mumbai,34.2,22.3,20.9
2023-08-26,Delhi,29.8,20.0,17.8
2023-08-26,Chennai,29.8,32.1,23.2
2023-08-26,Kolkata,34.8,61.1,23.7
2023-08-26,Bangalore,27.3,62.7,17.7
2023-08-26,Hyderabad,26.1,62.3,10.9
2023-08-26,Ahmedabad,29.1,48.0,14.0
2023-08-26,Pune,29.2,40.7,12.4
2023-08-26,Jaipur,26.7,45.7,13.4
2023-08-26,Surat,27.0,92.4,13.8
2023-08-27,Mumbai,29.8,46.4,14.8
2023-08-27,Delhi,30.1,53.3,11.8
2023-08-27,Chennai,34.5,73.1,10.7
2023-08-27,Kolkata,34.3,36.3,19.9
2023-08-27,Bangalore,33.1,97.3,22.1
2023-08-27,Hyderabad,31.6,75.0,17.9
2023-08-27,Ahmedabad,33.6,31.4,10.4
2023-08-27,Pune,32.4,30.4,12.2
2023-08-27,Jaipur,25.1,36.4,21.6
2023-08-27,Surat,31.8,97.4,23.0
2023-08-28,Mumbai,26.2,95.4,12.0
2023-08-28,Delhi,27.4,30.1,10.6
2023-08-28,Chennai,33.4,65.1,12.6
2023-08-28,Kolkata,33.1,28.3,18.1
2023-08-28,Bangalore,31.6,25.8,21.0
2023-08-28,Hyderabad,26.6,62.6,13.1
2023-08-28,Ahmedabad,26.9,77.1,24.3
2023-08-28,Pune,32.9,62.7,21.6
2023-08-28,Jaipur,34.6,31.0,13.4
2023-08-28,Surat,34.7,47.7,20.8
2023-08-29,Mumbai,33.0,42.5,15.8
2023-08-29,Delhi,27.5,31.8,18.9
2023-08-29,Chennai,28.6,49.3,23.2
2023-08-29,Kolkata,30.4,98.1,24.9
2023-08-29,Bangalore,33.3,95.1,15.1
2023-08-29,Hyderabad,31.6,26.7,22.2
2023-08-29,Ahmedabad,29.0,23.5,24.1
2023-08-29,Pune,31.9,76.3,22.2
2023-08-29,Jaipur,30.3,79.9,13.6
2023-08-29,Surat,33.5,64.5,22.6
2023-08-30,Mumbai,33.2,94.2,11.2
2023-08-30,Delhi,32.3,84.9,22.0
2023-08-30,Chennai,32.4,79.5,17.9
2023-08-30,Kolkata,25.1,40.8,17.0
2023-08-30,Bangalore,33.0,59.4,14.0
2023-08-30,Hyderabad,30.5,25.7,10.0
2023-08-30,Ahmedabad,29.2,48.5,15.8
2023-08-30,Pune,28.6,47.1,24.8
2023-08-30,Jaipur,32.3,43.7,20.3
2023-08-30,Surat,30.0,90.5,12.4
2023-08-31,Mumbai,27.4,35.5,12.1
2023-08-31,Delhi,34.9,68.8,24.6
2023-08-31,Chennai,25.3,76.2,23.6
2023-08-31,Kolkata,28.8,77.8,18.9
2023-08-31,Bangalore,29.3,92.6,12.9
2023-08-31,Hyderabad,28.8,27.2,18.9
2023-08-31,Ahmedabad,33.9,69.7,21.0
2023-08-31,Pune,25.4,99.8,13.9
2023-08-31,Jaipur,28.6,54.7,12.7
2023-08-31,Surat,34.6,89.3,18.4
2023-09-01,Mumbai,25.8,63.1,23.6
2023-09-01,Delhi,28.2,53.4,14.1
2023-09-01,Chennai,28.4,65.7,20.4
2023-09-01,Kolkata,28.1,90.1,10.5
2023-09-01,Bangalore,34.9,52.8,10.9
2023-09-01,Hyderabad,33.5,98.0,15.8
2023-09-01,Ahmedabad,34.7,85.0,11.9
2023-09-01,Pune,27.2,20.4,17.0
2023-09-01,Jaipur,28.0,30.4,10.8
2023-09-01,Surat,33.0,36.8,21.2
2023-09-02,Mumbai,33.2,84.7,15.8
2023-09-02,Delhi,28.8,22.7,20.4
2023-09-02,Chennai,30.0,97.2,24.5
2023-09-02,Kolkata,29.5,70.6,16.9
2023-09-02,Bangalore,33.5,54.3,20.6
2023-09-02,Hyderabad,30.3,88.9,20.9
2023-09-02,Ahmedabad,31.1,47.5,17.2
2023-09-02,Pune,29.6,28.9,24.7
2023-09-02,Jaipur,25.9,59.5,14.4
2023-09-02,Surat,32.4,58.0,17.2
2023-09-03,Mumbai,32.7,39.0,19.1
2023-09-03,Delhi,27.1,30.5,24.9
2023-09-03,Chennai,35.0,58.9,14.0
2023-09-03,Kolkata,25.4,97.7,21.1
2023-09-03,Bangalore,32.5,36.9,10.3
2023-09-03,Hyderabad,28.4,69.2,22.1
2023-09-03,Ahmedabad,32.3,39.0,18.5
2023-09-03,Pune,30.0,75.4,22.4
2023-09-03,Jaipur,32.7,67.0,20.9
2023-09-03,Surat,33.7,63.4,24.6
2023-09-04,Mumbai,30.2,53.3,17.9
2023-09-04,Delhi,30.5,73.8,18.7
2023-09-04,Chennai,31.7,70.7,18.3
2023-09-04,Kolkata,28.9,86.1,13.9
2023-09-04,Bangalore,25.0,23.1,24.7
2023-09-04,Hyderabad,28.2,20.5,10.8
2023-09-04,Ahmedabad,29.8,91.7,19.8
2023-09-04,Pune,32.6,59.2,20.9
2023-09-04,Jaipur,31.8,72.7,14.5
2023-09-04,Surat,25.1,22.5,18.6
2023-09-05,Mumbai,33.9,35.0,20.3
2023-09-05,Delhi,31.1,31.2,12.1
2023-09-05,Chennai,30.4,84.4,15.9
2023-09-05,Kolkata,30.8,45.7,20.8
2023-09-05,Bangalore,27.6,97.0,20.2
2023-09-05,Hyderabad,32.6,73.2,18.9
2023-09-05,Ahmedabad,31.6,93.2,18.6
2023-09-05,Pune,34.6,38.0,23.0
2023-09-05,Jaipur,28.0,41.0,10.2
2023-09-05,Surat,25.5,94.1,20.2
2023-09-06,Mumbai,29.7,28.1,21.9
2023-09-06,Delhi,30.1,62.8,13.0
2023-09-06,Chennai,25.6,20.9,13.4
2023-09-06,Kolkata,35.0,50.9,17.2
2023-09-06,Bangalore,34.2,99.1,16.6
2023-09-06,Hyderabad,32.9,31.3,14.4
2023-09-06,Ahmedabad,34.3,62.2,14.0
2023-09-06,Pune,26.9,46.7,14.1
2023-09-06,Jaipur,26.3,99.0,12.0
2023-09-06,Surat,27.1,26.4,20.8
2023-09-07,Mumbai,27.5,87.7,13.0
2023-09-07,Delhi,34.3,51.3,21.6
2023-09-07,Chennai,34.4,42.6,15.1
2023-09-07,Kolkata,33.0,20.7,18.2
2023-09-07,Bangalore,27.7,61.9,20.0
2023-09-07,Hyderabad,29.1,33.6,22.6
2023-09-07,Ahmedabad,32.1,60.7,17.7
2023-09-07,Pune,29.0,41.9,15.9
2023-09-07,Jaipur,30.0,22.1,23.1
2023-09-07,Surat,26.9,75.1,17.6
2023-09-08,Mumbai,27.1,23.2,16.1
2023-09-08,Delhi,32.8,75.3,12.8
2023-09-08,Chennai,34.3,44.9,11.0
2023-09-08,Kolkata,27.8,28.4,16.5
2023-09-08,Bangalore,34.8,34.5,15.0
2023-09-08,Hyderabad,25.2,69.3,12.1
2023-09-08,Ahmedabad,26.4,31.6,10.6
2023-09-08,Pune,30.3,73.7,23.4
2023-09-08,Jaipur,28.5,81.4,10.0
2023-09-08,Surat,25.1,63.6,22.9
2023-09-09,Mumbai,29.6,31.3,16.5
2023-09-09,Delhi,33.9,44.5,18.5
2023-09-09,Chennai,28.5,25.7,19.5
2023-09-09,Kolkata,29.4,64.0,24.7
2023-09-09,Bangalore,28.0,44.9,21.7
2023-09-09,Hyderabad,30.3,52.1,19.4
2023-09-09,Ahmedabad,28.0,69.9,20.2
2023-09-09,Pune,29.9,88.7,14.5
2023-09-09,Jaipur,28.2,78.7,24.5
2023-09-09,Surat,25.6,20.5,19.5
2023-09-10,Mumbai,33.9,69.9,20.1
2023-09-10,Delhi,34.0,35.9,20.6
2023-09-10,Chennai,31.4,40.4,24.0
2023-09-10,Kolkata,27.7,65.2,24.0
2023-09-10,Bangalore,25.8,86.8,15.3
2023-09-10,Hyderabad,34.7,21.8,11.7
2023-09-10,Ahmedabad,34.0,70.6,11.3
2023-09-10,Pune,25.8,67.1,19.3
2023-09-10,Jaipur,29.3,65.9,13.6
2023-09-10,Surat,33.6,68.7,10.8
2023-09-11,Mumbai,30.4,99.1,17.6
2023-09-11,Delhi,30.8,69.0,15.2
2023-09-11,Chennai,31.8,26.4,14.2
2023-09-11,Kolkata,25.1,44.5,21.1
2023-09-11,Bangalore,32.9,86.9,14.5
2023-09-11,Hyderabad,27.1,72.9,20.7
2023-09-11,Ahmedabad,28.8,48.4,24.7
2023-09-11,Pune,32.2,36.7,20.3
2023-09-11,Jaipur,34.2,30.8,15.0
2023-09-11,Surat,30.6,93.3,23.8
2023-09-12,Mumbai,30.9,25.8,12.0
2023-09-12,Delhi,28.7,93.7,20.3
2023-09-12,Chennai,28.3,28.2,12.9
2023-09-12,Kolkata,28.1,78.7,24.7
2023-09-12,Bangalore,32.7,63.3,18.6
2023-09-12,Hyderabad,33.4,89.0,18.6
2023-09-12,Ahmedabad,28.6,51.3,21.3
2023-09-12,Pune,33.6,90.2,13.6
2023-09-12,Jaipur,25.3,58.7,12.5
2023-09-12,Surat,29.5,81.8,19.1
2023-09-13,Mumbai,25.9,60.2,19.5
2023-09-13,Delhi,28.8,68.8,19.5
2023-09-13,Chennai,26.7,82.6,19.0
2023-09-13,Kolkata,28.3,81.8,16.0
2023-09-13,Bangalore,25.1,57.7,19.3
2023-09-13,Hyderabad,34.2,41.8,10.9
2023-09-13,Ahmedabad,33.2,100.0,19.1
2023-09-13,Pune,29.4,55.7,12.0
2023-09-13,Jaipur,25.7,87.0,18.8
2023-09-13,Surat,32.9,65.0,13.7
2023-09-14,Mumbai,29.2,84.6,17.4
2023-09-14,Delhi,30.8,63.6,20.4
2023-09-14,Chennai,26.8,61.9,11.1
2023-09-14,Kolkata,29.1,47.0,14.4
2023-09-14,Bangalore,33.3,90.0,23.9
2023-09-14,Hyderabad,25.5,95.0,15.3
2023-09-14,Ahmedabad,31.2,97.4,17.6
2023-09-14,Pune,26.4,55.3,18.7
2023-09-14,Jaipur,33.3,68.5,10.8
2023-09-14,Surat,29.7,30.1,21.6
2023-09-15,Mumbai,33.9,39.2,19.3
2023-09-15,Delhi,33.6,39.1,17.2
2023-09-15,Chennai,28.6,40.8,19.5
2023-09-15,Kolkata,28.8,65.5,21.1
2023-09-15,Bangalore,26.2,97.8,13.7
2023-09-15,Hyderabad,28.5,32.9,23.7
2023-09-15,Ahmedabad,31.1,62.9,20.7
2023-09-15,Pune,33.0,28.8,21.4
2023-09-15,Jaipur,25.9,45.3,19.3
2023-09-15,Surat,29.3,63.8,24.0
2023-09-16,Mumbai,30.0,88.3,23.5
2023-09-16,Delhi,28.8,79.2,10.8
2023-09-16,Chennai,27.2,63.2,20.1
2023-09-16,Kolkata,26.1,39.0,23.9
2023-09-16,Bangalore,26.3,43.0,11.0
2023-09-16,Hyderabad,27.7,71.1,11.8
2023-09-16,Ahmedabad,33.6,93.3,17.1
2023-09-16,Pune,27.0,85.6,15.4
2023-09-16,Jaipur,32.4,73.2,21.1
2023-09-16,Surat,29.7,53.0,13.4
2023-09-17,Mumbai,27.3,88.4,24.8
2023-09-17,Delhi,26.2,37.5,23.2
2023-09-17,Chennai,29.3,46.5,14.7
2023-09-17,Kolkata,34.3,42.9,11.9
2023-09-17,Bangalore,32.4,30.4,22.2
2023-09-17,Hyderabad,26.0,72.7,19.8
2023-09-17,Ahmedabad,27.4,78.6,14.6
2023-09-17,Pune,34.7,35.2,10.2
2023-09-17,Jaipur,25.1,48.6,23.6
2023-09-17,Surat,29.9,71.8,18.2
2023-09-18,Mumbai,25.9,80.7,10.5
2023-09-18,Delhi,27.8,26.2,17.6
2023-09-18,Chennai,25.8,85.3,18.1
2023-09-18,Kolkata,32.9,72.9,18.1
2023-09-18,Bangalore,34.2,41.8,11.1
2023-09-18,Hyderabad,32.1,41.3,15.5
2023-09-18,Ahmedabad,29.7,48.7,10.2
2023-09-18,Pune,34.9,44.9,22.9
2023-09-18,Jaipur,35.0,94.5,18.6
2023-09-18,Surat,27.6,28.8,12.5
2023-09-19,Mumbai,30.1,76.3,17.1
2023-09-19,Delhi,27.7,44.2,19.7
2023-09-19,Chennai,34.4,67.8,21.3
2023-09-19,Kolkata,29.1,44.8,19.4
2023-09-19,Bangalore,26.2,62.0,12.3
2023-09-19,Hyderabad,31.1,37.7,19.7
2023-09-19,Ahmedabad,26.2,48.3,13.3
2023-09-19,Pune,32.1,95.2,24.6
2023-09-19,Jaipur,30.5,63.7,18.7
2023-09-19,Surat,34.9,76.9,12.0
2023-09-20,Mumbai,29.3,83.5,20.9
2023-09-20,Delhi,30.2,54.8,24.9
2023-09-20,Chennai,30.7,78.5,14.6
2023-09-20,Kolkata,25.3,52.8,12.1
2023-09-20,Bangalore,30.4,83.0,15.6
2023-09-20,Hyderabad,27.7,75.3,14.5
2023-09-20,Ahmedabad,34.1,94.8,23.6
2023-09-20,Pune,31.2,47.0,15.0
2023-09-20,Jaipur,27.9,29.1,13.9
2023-09-20,Surat,32.0,92.2,13.5
2023-09-21,Mumbai,28.7,50.1,17.8
2023-09-21,Delhi,30.7,48.3,16.9
2023-09-21,Chennai,28.6,38.6,16.3
2023-09-21,Kolkata,30.0,22.5,19.8
2023-09-21,Bangalore,25.6,65.5,24.7
2023-09-21,Hyderabad,25.2,26.0,21.7
2023-09-21,Ahmedabad,34.4,100.0,19.0
2023-09-21,Pune,34.7,74.4,21.1
2023-09-21,Jaipur,34.0,56.1,23.3
2023-09-21,Surat,32.4,81.6,17.0
2023-09-22,Mumbai,29.3,96.1,11.9
2023-09-22,Delhi,31.8,81.1,19.2
2023-09-22,Chennai,27.5,53.6,23.5
2023-09-22,Kolkata,29.5,79.6,15.7
2023-09-22,Bangalore,34.2,69.2,21.9
2023-09-22,Hyderabad,30.8,40.2,12.6
2023-09-22,Ahmedabad,27.3,95.5,21.9
2023-09-22,Pune,34.8,80.7,23.5
2023-09-22,Jaipur,30.9,71.2,15.9
2023-09-22,Surat,27.1,63.0,23.3
2023-09-23,Mumbai,29.0,92.1,16.5
2023-09-23,Delhi,25.1,30.7,12.7
2023-09-23,Chennai,27.9,53.7,11.5
2023-09-23,Kolkata,34.8,51.2,11.4
2023-09-23,Bangalore,28.1,77.6,10.0
2023-09-23,Hyderabad,26.5,90.6,19.5
2023-09-23,Ahmedabad,34.2,75.3,10.7
2023-09-23,Pune,29.2,20.6,12.3
2023-09-23,Jaipur,31.5,57.9,12.3
2023-09-23,Surat,30.0,48.4,24.0
2023-09-24,Mumbai,28.5,24.2,11.2
2023-09-24,Delhi,26.0,63.8,13.8
2023-09-24,Chennai,32.0,65.1,17.1
2023-09-24,Kolkata,29.6,69.8,11.5
2023-09-24,Bangalore,25.8,74.5,24.1
2023-09-24,Hyderabad,31.4,30.8,21.6
2023-09-24,Ahmedabad,31.8,64.3,20.4
2023-09-24,Pune,26.1,90.6,15.8
2023-09-24,Jaipur,25.5,26.2,13.5
2023-09-24,Surat,32.1,71.7,23.4
2023-09-25,Mumbai,31.8,34.9,17.4
2023-09-25,Delhi,30.5,40.1,23.7
2023-09-25,Chennai,33.4,90.5,21.4
2023-09-25,Kolkata,28.5,72.1,16.7
2023-09-25,Bangalore,31.5,40.3,21.3
2023-09-25,Hyderabad,26.5,51.1,12.6
2023-09-25,Ahmedabad,25.2,33.7,18.1
2023-09-25,Pune,26.9,46.8,13.2
2023-09-25,Jaipur,26.9,84.7,24.2
2023-09-25,Surat,26.1,34.2,15.0
2023-09-26,Mumbai,30.8,97.8,24.5
2023-09-26,Delhi,28.8,69.6,19.5
2023-09-26,Chennai,31.0,84.5,12.2
2023-09-26,Kolkata,25.7,57.1,12.0
2023-09-26,Bangalore,25.5,80.8,20.4
2023-09-26,Hyderabad,30.1,50.2,22.6
2023-09-26,Ahmedabad,30.3,67.6,24.0
2023-09-26,Pune,31.9,25.5,18.9
2023-09-26,Jaipur,27.5,53.5,19.0
2023-09-26,Surat,25.8,33.7,17.6
2023-09-27,Mumbai,33.9,62.1,11.1
2023-09-27,Delhi,26.0,69.7,22.9
2023-09-27,Chennai,33.1,94.3,21.7
2023-09-27,Kolkata,28.7,34.8,17.4
2023-09-27,Bangalore,28.3,22.5,23.5
2023-09-27,Hyderabad,33.8,47.6,24.1
2023-09-27,Ahmedabad,29.6,57.2,24.3
2023-09-27,Pune,28.3,24.9,18.3
2023-09-27,Jaipur,34.4,23.3,10.5
2023-09-27,Surat,27.3,62.2,14.5
2023-09-28,Mumbai,30.1,81.0,17.2
2023-09-28,Delhi,28.2,89.4,15.8
2023-09-28,Chennai,33.1,89.2,16.1
2023-09-28,Kolkata,28.6,96.6,14.1
2023-09-28,Bangalore,34.5,53.8,13.8
2023-09-28,Hyderabad,25.7,51.8,24.3
2023-09-28,Ahmedabad,32.0,77.6,15.0
2023-09-28,Pune,27.4,28.7,23.2
2023-09-28,Jaipur,35.0,30.8,11.0
2023-09-28,Surat,26.4,91.2,19.1
2023-09-29,Mumbai,25.1,53.8,16.6
2023-09-29,Delhi,33.9,91.9,14.0
2023-09-29,Chennai,33.1,91.2,21.4
2023-09-29,Kolkata,25.4,63.7,13.8
2023-09-29,Bangalore,32.8,57.8,19.2
2023-09-29,Hyderabad,32.3,73.4,22.6
2023-09-29,Ahmedabad,34.6,31.6,19.8
2023-09-29,Pune,34.1,59.2,11.6
2023-09-29,Jaipur,33.1,67.4,22.3
2023-09-29,Surat,29.9,48.9,17.8
2023-09-30,Mumbai,29.3,21.7,19.9
2023-09-30,Delhi,30.9,60.6,22.1
2023-09-30,Chennai,28.8,41.0,16.8
2023-09-30,Kolkata,27.4,21.9,19.0
2023-09-30,Bangalore,34.5,96.3,24.5
2023-09-30,Hyderabad,34.0,97.7,10.4
2023-09-30,Ahmedabad,30.3,45.2,21.9
2023-09-30,Pune,26.5,20.9,16.0
2023-09-30,Jaipur,31.9,81.1,15.9
2023-09-30,Surat,27.8,57.0,19.3
2023-10-01,Mumbai,20.8,3.6,13.4
2023-10-01,Delhi,26.0,8.8,6.9
2023-10-01,Chennai,16.3,9.3,12.6
2023-10-01,Kolkata,22.2,5.3,9.7
2023-10-01,Bangalore,28.5,7.0,6.8
2023-10-01,Hyderabad,19.9,0.6,9.9
2023-10-01,Ahmedabad,26.1,5.9,8.8
2023-10-01,Pune,17.8,1.4,13.8
2023-10-01,Jaipur,18.8,1.5,6.8
2023-10-01,Surat,24.5,2.2,10.3
2023-10-02,Mumbai,27.4,1.4,13.7
2023-10-02,Delhi,25.5,1.1,12.2
2023-10-02,Chennai,17.7,5.5,14.2
2023-10-02,Kolkata,29.6,9.5,7.9
2023-10-02,Bangalore,21.6,8.2,5.4
2023-10-02,Hyderabad,17.3,3.4,6.3
2023-10-02,Ahmedabad,25.0,3.8,5.5
2023-10-02,Pune,21.9,4.9,8.9
2023-10-02,Jaipur,25.1,2.1,11.2
2023-10-02,Surat,29.1,5.8,10.5
2023-10-03,Mumbai,16.0,4.0,13.6
2023-10-03,Delhi,21.4,5.1,5.5
2023-10-03,Chennai,19.0,2.4,9.8
2023-10-03,Kolkata,24.5,3.3,6.1
2023-10-03,Bangalore,29.4,5.6,7.6
2023-10-03,Hyderabad,15.9,8.0,14.6
2023-10-03,Ahmedabad,19.2,8.2,6.3
2023-10-03,Pune,24.3,9.5,10.0
2023-10-03,Jaipur,16.6,9.6,10.1
2023-10-03,Surat,21.9,8.3,14.8
2023-10-04,Mumbai,24.5,4.2,8.0
2023-10-04,Delhi,23.0,8.1,8.5
2023-10-04,Chennai,20.0,3.0,8.3
2023-10-04,Kolkata,23.5,9.4,12.4
2023-10-04,Bangalore,20.9,5.6,11.3
2023-10-04,Hyderabad,25.0,5.2,13.1
2023-10-04,Ahmedabad,18.9,0.9,9.3
2023-10-04,Pune,19.2,7.3,12.3
2023-10-04,Jaipur,17.1,5.6,14.9
2023-10-04,Surat,26.6,9.5,7.7
2023-10-05,Mumbai,26.7,2.3,13.4
2023-10-05,Delhi,28.5,0.5,12.4
2023-10-05,Chennai,25.7,0.3,11.3
2023-10-05,Kolkata,28.0,0.6,9.0
2023-10-05,Bangalore,24.2,6.9,9.8
2023-10-05,Hyderabad,15.1,8.8,8.7
2023-10-05,Ahmedabad,19.0,3.9,9.7
2023-10-05,Pune,24.6,4.0,5.7
2023-10-05,Jaipur,29.7,6.4,5.7
2023-10-05,Surat,19.5,4.0,12.9
2023-10-06,Mumbai,25.1,7.5,5.8
2023-10-06,Delhi,18.8,4.4,13.9
2023-10-06,Chennai,18.4,6.8,14.4
2023-10-06,Kolkata,19.2,0.3,11.8
2023-10-06,Bangalore,19.2,9.4,7.5
2023-10-06,Hyderabad,22.2,2.5,13.9
2023-10-06,Ahmedabad,27.7,4.9,12.2
2023-10-06,Pune,19.1,7.2,13.0
2023-10-06,Jaipur,19.6,4.3,12.7
2023-10-06,Surat,15.7,4.5,12.6
2023-10-07,Mumbai,23.5,0.4,12.0
2023-10-07,Delhi,27.6,6.2,11.4
2023-10-07,Chennai,25.8,9.8,13.4
2023-10-07,Kolkata,24.6,0.7,14.2
2023-10-07,Bangalore,17.1,3.9,9.8
2023-10-07,Hyderabad,19.1,3.7,14.6
2023-10-07,Ahmedabad,18.2,6.0,8.0
2023-10-07,Pune,28.1,6.1,10.8
2023-10-07,Jaipur,20.2,6.8,7.6
2023-10-07,Surat,19.5,7.1,11.0
2023-10-08,Mumbai,15.6,4.1,15.0
2023-10-08,Delhi,20.0,7.8,8.0
2023-10-08,Chennai,27.4,0.1,11.3
2023-10-08,Kolkata,18.8,1.0,7.9
2023-10-08,Bangalore,22.2,8.7,13.7
2023-10-08,Hyderabad,17.9,6.8,13.4
2023-10-08,Ahmedabad,22.5,0.9,5.6
2023-10-08,Pune,27.4,0.5,14.5
2023-10-08,Jaipur,23.2,4.8,12.5
2023-10-08,Surat,18.9,4.9,7.5
2023-10-09,Mumbai,27.0,0.6,13.2
2023-10-09,Delhi,19.5,7.9,11.5
2023-10-09,Chennai,26.5,1.0,7.8
2023-10-09,Kolkata,16.0,5.5,14.4
2023-10-09,Bangalore,22.0,7.1,9.7
2023-10-09,Hyderabad,27.0,0.3,14.8
2023-10-09,Ahmedabad,16.8,2.2,7.1
2023-10-09,Pune,29.1,3.4,6.0
2023-10-09,Jaipur,29.2,2.2,10.1
2023-10-09,Surat,16.3,6.8,11.9
2023-10-10,Mumbai,21.6,8.6,11.7
2023-10-10,Delhi,26.8,3.8,12.5
2023-10-10,Chennai,25.4,2.7,11.5
2023-10-10,Kolkata,20.3,3.9,7.2
2023-10-10,Bangalore,27.4,6.9,8.5
2023-10-10,Hyderabad,22.5,7.6,14.6
2023-10-10,Ahmedabad,26.6,2.8,7.4
2023-10-10,Pune,26.2,5.5,12.2
2023-10-10,Jaipur,19.8,5.8,9.8
2023-10-10,Surat,22.8,9.1,5.8
2023-10-11,Mumbai,17.8,2.2,9.0
2023-10-11,Delhi,16.1,1.2,6.9
2023-10-11,Chennai,29.3,8.1,14.3
2023-10-11,Kolkata,25.1,4.5,6.5
2023-10-11,Bangalore,22.7,7.2,6.5
2023-10-11,Hyderabad,24.3,7.8,12.1
2023-10-11,Ahmedabad,15.1,6.5,10.1
2023-10-11,Pune,29.7,1.1,7.5
2023-10-11,Jaipur,16.1,8.0,8.4
2023-10-11,Surat,21.7,3.6,10.5
2023-10-12,Mumbai,25.1,5.1,7.7
2023-10-12,Delhi,17.8,0.6,9.6
2023-10-12,Chennai,15.9,3.0,8.1
2023-10-12,Kolkata,23.0,9.4,13.5
2023-10-12,Bangalore,19.0,2.2,8.6
2023-10-12,Hyderabad,27.8,2.5,13.5
2023-10-12,Ahmedabad,28.5,4.7,11.9
2023-10-12,Pune,25.1,8.0,13.0
2023-10-12,Jaipur,29.6,3.3,12.2
2023-10-12,Surat,19.7,1.0,14.7
2023-10-13,Mumbai,25.7,6.6,8.0
2023-10-13,Delhi,21.2,5.4,10.0
2023-10-13,Chennai,20.8,8.7,8.1
2023-10-13,Kolkata,24.5,5.4,7.3
2023-10-13,Bangalore,24.2,8.4,11.3
2023-10-13,Hyderabad,24.4,0.0,9.8
2023-10-13,Ahmedabad,27.9,0.3,5.6
2023-10-13,Pune,29.0,7.7,11.1
2023-10-13,Jaipur,20.1,6.5,12.3
2023-10-13,Surat,26.8,8.7,10.8
2023-10-14,Mumbai,15.7,5.9,12.2
2023-10-14,Delhi,30.0,3.7,6.1
2023-10-14,Chennai,24.4,0.8,7.1
2023-10-14,Kolkata,20.1,8.9,8.4
2023-10-14,Bangalore,23.2,6.2,11.8
2023-10-14,Hyderabad,19.0,8.7,12.2
2023-10-14,Ahmedabad,15.9,3.4,7.4
2023-10-14,Pune,26.0,4.0,9.1
2023-10-14,Jaipur,25.6,7.4,6.1
2023-10-14,Surat,23.1,9.4,15.0
2023-10-15,Mumbai,18.3,3.9,6.5
2023-10-15,Delhi,20.9,3.7,14.4
2023-10-15,Chennai,23.9,4.7,13.9
2023-10-15,Kolkata,24.8,1.3,9.3
2023-10-15,Bangalore,15.5,5.9,6.4
2023-10-15,Hyderabad,27.3,2.0,11.8
2023-10-15,Ahmedabad,17.2,8.2,10.3
2023-10-15,Pune,25.6,3.3,7.3
2023-10-15,Jaipur,20.0,0.1,11.9
2023-10-15,Surat,15.7,4.8,14.7
2023-10-16,Mumbai,29.6,4.7,12.1
2023-10-16,Delhi,19.0,2.8,13.4
2023-10-16,Chennai,25.3,0.3,11.0
2023-10-16,Kolkata,28.9,2.2,12.6
2023-10-16,Bangalore,22.1,3.5,14.5
2023-10-16,Hyderabad,26.1,7.3,9.5
2023-10-16,Ahmedabad,16.7,9.3,7.5
2023-10-16,Pune,28.2,4.1,9.7
2023-10-16,Jaipur,19.4,6.5,14.2
2023-10-16,Surat,20.5,0.9,9.2
2023-10-17,Mumbai,16.4,9.8,12.1
2023-10-17,Delhi,15.6,5.4,11.5
2023-10-17,Chennai,17.2,7.8,14.9
2023-10-17,Kolkata,26.1,3.2,8.2
2023-10-17,Bangalore,21.0,7.8,8.6
2023-10-17,Hyderabad,24.5,9.9,12.0
2023-10-17,Ahmedabad,15.9,3.1,8.8
2023-10-17,Pune,29.8,7.7,8.7
2023-10-17,Jaipur,26.1,6.8,5.7
2023-10-17,Surat,19.2,3.3,10.0
2023-10-18,Mumbai,24.1,9.2,14.2
2023-10-18,Delhi,16.4,4.8,6.2
2023-10-18,Chennai,26.0,1.7,12.6
2023-10-18,Kolkata,23.0,5.6,8.2
2023-10-18,Bangalore,18.3,4.5,10.2
2023-10-18,Hyderabad,27.0,4.1,10.8
2023-10-18,Ahmedabad,20.1,9.4,9.4
2023-10-18,Pune,25.4,0.8,5.4
2023-10-18,Jaipur,19.6,2.5,9.1
2023-10-18,Surat,16.9,9.3,7.2
2023-10-19,Mumbai,17.5,8.3,5.9
2023-10-19,Delhi,24.0,1.4,13.7
2023-10-19,Chennai,15.6,1.2,8.8
2023-10-19,Kolkata,24.0,1.8,12.0
2023-10-19,Bangalore,24.7,3.0,9.9
2023-10-19,Hyderabad,17.0,1.9,6.8
2023-10-19,Ahmedabad,16.4,3.1,11.9
2023-10-19,Pune,27.0,0.0,7.0
2023-10-19,Jaipur,22.2,3.2,5.9
2023-10-19,Surat,27.2,9.1,8.9
2023-10-20,Mumbai,23.6,5.8,13.1
